nFeature_RNA	nCount_RNA	stage	version
234	467	adult	version_2
585	1082	adult	version_2
349	587	adult	version_2
446	717	adult	version_2
497	751	adult	version_2
491	877	adult	version_2
254	447	adult	version_2
452	964	adult	version_2
252	408	adult	version_2
337	515	adult	version_2
446	772	adult	version_2
552	917	adult	version_2
808	1425	adult	version_2
245	475	adult	version_2
314	580	adult	version_2
362	611	adult	version_2
637	1033	adult	version_2
240	438	adult	version_2
620	1231	adult	version_2
947	1578	adult	version_2
520	743	adult	version_2
383	557	adult	version_2
491	872	adult	version_2
391	624	adult	version_2
345	614	adult	version_2
326	544	adult	version_2
379	592	adult	version_2
439	681	adult	version_2
232	451	adult	version_2
453	764	adult	version_2
307	509	adult	version_2
521	805	adult	version_2
771	1451	adult	version_2
1071	2086	adult	version_2
2095	5226	adult	version_2
401	605	adult	version_2
496	791	adult	version_2
547	1015	adult	version_2
521	846	adult	version_2
1118	1905	adult	version_2
554	951	adult	version_2
673	1125	adult	version_2
455	721	adult	version_2
507	824	adult	version_2
1115	2148	adult	version_2
434	654	adult	version_2
508	892	adult	version_2
1100	1937	adult	version_2
598	1044	adult	version_2
248	512	adult	version_2
438	687	adult	version_2
445	735	adult	version_2
536	869	adult	version_2
450	666	adult	version_2
858	1447	adult	version_2
462	838	adult	version_2
455	711	adult	version_2
501	878	adult	version_2
817	1408	adult	version_2
332	550	adult	version_2
670	1308	adult	version_2
408	554	adult	version_2
684	1101	adult	version_2
453	807	adult	version_2
902	1705	adult	version_2
686	1152	adult	version_2
960	1642	adult	version_2
891	1676	adult	version_2
270	553	adult	version_2
692	1229	adult	version_2
511	744	adult	version_2
201	385	adult	version_2
1005	1750	adult	version_2
520	987	adult	version_2
365	602	adult	version_2
434	814	adult	version_2
632	1010	adult	version_2
509	838	adult	version_2
339	588	adult	version_2
1519	2654	adult	version_2
726	1243	adult	version_2
747	1499	adult	version_2
251	490	adult	version_2
391	617	adult	version_2
1640	3348	adult	version_2
855	1722	adult	version_2
1444	3066	adult	version_2
391	645	adult	version_2
215	423	adult	version_2
537	1019	adult	version_2
618	1007	adult	version_2
517	836	adult	version_2
347	562	adult	version_2
699	1226	adult	version_2
899	1578	adult	version_2
738	1267	adult	version_2
615	1036	adult	version_2
475	779	adult	version_2
360	618	adult	version_2
570	998	adult	version_2
479	839	adult	version_2
760	1326	adult	version_2
452	736	adult	version_2
1090	2050	adult	version_2
1024	2053	adult	version_2
521	871	adult	version_2
969	1681	adult	version_2
358	601	adult	version_2
554	916	adult	version_2
354	628	adult	version_2
525	881	adult	version_2
268	403	adult	version_2
435	764	adult	version_2
562	964	adult	version_2
321	470	adult	version_2
704	1244	adult	version_2
566	942	adult	version_2
254	430	adult	version_2
263	440	adult	version_2
248	532	adult	version_2
382	562	adult	version_2
257	548	adult	version_2
247	479	adult	version_2
489	826	adult	version_2
880	1527	adult	version_2
493	774	adult	version_2
360	536	adult	version_2
458	839	adult	version_2
586	1005	adult	version_2
268	388	adult	version_2
542	821	adult	version_2
616	895	adult	version_2
786	1553	adult	version_2
516	828	adult	version_2
268	451	adult	version_2
409	664	adult	version_2
346	632	adult	version_2
208	414	adult	version_2
790	1636	adult	version_2
656	1255	adult	version_2
421	608	adult	version_2
652	1276	adult	version_2
613	1286	adult	version_2
349	563	adult	version_2
369	618	adult	version_2
617	953	adult	version_2
905	1596	adult	version_2
537	937	adult	version_2
798	1349	adult	version_2
448	728	adult	version_2
782	1442	adult	version_2
791	1404	adult	version_2
452	795	adult	version_2
340	546	adult	version_2
405	605	adult	version_2
353	574	adult	version_2
444	786	adult	version_2
867	1652	adult	version_2
517	797	adult	version_2
1263	2258	adult	version_2
387	658	adult	version_2
711	1293	adult	version_2
1017	1890	adult	version_2
456	763	adult	version_2
1230	2232	adult	version_2
730	1351	adult	version_2
525	843	adult	version_2
1392	2851	adult	version_2
360	628	adult	version_2
740	1282	adult	version_2
502	833	adult	version_2
502	913	adult	version_2
428	799	adult	version_2
189	377	adult	version_2
739	1300	adult	version_2
285	595	adult	version_2
592	980	adult	version_2
683	1070	adult	version_2
212	471	adult	version_2
664	1200	adult	version_2
421	674	adult	version_2
218	362	adult	version_2
892	1546	adult	version_2
459	714	adult	version_2
353	631	adult	version_2
415	639	adult	version_2
791	1388	adult	version_2
647	1215	adult	version_2
289	393	adult	version_2
455	743	adult	version_2
245	538	adult	version_2
1322	2499	adult	version_2
1502	2984	adult	version_2
197	354	adult	version_2
1009	1811	adult	version_2
339	589	adult	version_2
507	854	adult	version_2
535	958	adult	version_2
1522	3047	adult	version_2
508	875	adult	version_2
315	607	adult	version_2
1474	3111	adult	version_2
297	556	adult	version_2
388	646	adult	version_2
485	819	adult	version_2
348	576	adult	version_2
368	624	adult	version_2
586	939	adult	version_2
451	849	adult	version_2
185	429	adult	version_2
513	884	adult	version_2
206	401	adult	version_2
343	502	adult	version_2
582	998	adult	version_2
300	494	adult	version_2
453	716	adult	version_2
626	1117	adult	version_2
1180	2059	adult	version_2
287	470	adult	version_2
310	669	adult	version_2
389	575	adult	version_2
881	1443	adult	version_2
989	1788	adult	version_2
373	626	adult	version_2
262	390	adult	version_2
430	638	adult	version_2
461	907	adult	version_2
1176	2471	adult	version_2
760	1320	adult	version_2
386	587	adult	version_2
1218	2578	adult	version_2
373	634	adult	version_2
412	602	adult	version_2
357	549	adult	version_2
323	548	adult	version_2
281	500	adult	version_2
552	940	adult	version_2
268	494	adult	version_2
549	1104	adult	version_2
1289	2288	adult	version_2
519	883	adult	version_2
315	481	adult	version_2
436	773	adult	version_2
493	807	adult	version_2
393	569	adult	version_2
463	848	adult	version_2
1105	1953	adult	version_2
279	499	adult	version_2
589	995	adult	version_2
396	640	adult	version_2
593	978	adult	version_2
617	1064	adult	version_2
549	901	adult	version_2
599	1047	adult	version_2
268	552	adult	version_2
798	1479	adult	version_2
974	1959	adult	version_2
1474	2837	adult	version_2
686	1214	adult	version_2
1567	3285	adult	version_2
592	1041	adult	version_2
727	1263	adult	version_2
536	942	adult	version_2
944	1760	adult	version_2
252	551	adult	version_2
681	1088	adult	version_2
552	847	adult	version_2
430	688	adult	version_2
460	798	adult	version_2
766	1354	adult	version_2
302	698	adult	version_2
561	839	adult	version_2
703	1069	adult	version_2
761	1530	adult	version_2
919	1485	adult	version_2
196	455	adult	version_2
368	548	adult	version_2
747	1295	adult	version_2
619	1055	adult	version_2
256	478	adult	version_2
583	989	adult	version_2
846	1463	adult	version_2
868	1547	adult	version_2
541	966	adult	version_2
288	562	adult	version_2
729	1532	adult	version_2
431	722	adult	version_2
228	426	adult	version_2
624	1048	adult	version_2
445	692	adult	version_2
704	1188	adult	version_2
293	408	adult	version_2
675	1083	adult	version_2
644	1127	adult	version_2
256	469	adult	version_2
652	1135	adult	version_2
292	463	adult	version_2
346	611	adult	version_2
1621	3053	adult	version_2
262	514	adult	version_2
1589	3329	adult	version_2
401	683	adult	version_2
872	1501	adult	version_2
694	1119	adult	version_2
575	1001	adult	version_2
220	455	adult	version_2
315	485	adult	version_2
575	933	adult	version_2
757	1353	adult	version_2
270	450	adult	version_2
201	453	adult	version_2
660	977	adult	version_2
2925	6892	adult	version_2
263	404	adult	version_2
670	1140	adult	version_2
457	953	adult	version_2
312	494	adult	version_2
460	711	adult	version_2
890	1707	adult	version_2
574	868	adult	version_2
381	589	adult	version_2
509	907	adult	version_2
314	485	adult	version_2
580	986	adult	version_2
1043	1927	adult	version_2
769	1391	adult	version_2
878	1599	adult	version_2
847	1427	adult	version_2
438	676	adult	version_2
375	518	adult	version_2
504	953	adult	version_2
404	812	adult	version_2
676	1286	adult	version_2
784	1520	adult	version_2
682	1190	adult	version_2
480	801	adult	version_2
1552	2783	adult	version_2
380	566	adult	version_2
676	1112	adult	version_2
1792	4617	adult	version_2
423	652	adult	version_2
309	550	adult	version_2
253	375	adult	version_2
2442	5781	adult	version_2
762	1363	adult	version_2
248	560	adult	version_2
866	1827	adult	version_2
380	547	adult	version_2
193	440	adult	version_2
450	748	adult	version_2
1508	2902	adult	version_2
557	831	adult	version_2
448	677	adult	version_2
401	603	adult	version_2
373	602	adult	version_2
213	433	adult	version_2
825	1401	adult	version_2
316	527	adult	version_2
558	969	adult	version_2
573	962	adult	version_2
283	382	adult	version_2
1136	1966	adult	version_2
383	605	adult	version_2
279	405	adult	version_2
504	793	adult	version_2
640	1126	adult	version_2
463	775	adult	version_2
468	840	adult	version_2
363	589	adult	version_2
478	979	adult	version_2
324	584	adult	version_2
323	542	adult	version_2
245	463	adult	version_2
397	626	adult	version_2
523	852	adult	version_2
212	465	adult	version_2
456	692	adult	version_2
428	733	adult	version_2
714	1173	adult	version_2
805	1688	adult	version_2
279	526	adult	version_2
507	835	adult	version_2
499	763	adult	version_2
418	655	adult	version_2
207	476	adult	version_2
534	884	adult	version_2
705	1216	adult	version_2
554	833	adult	version_2
201	408	adult	version_2
927	1785	adult	version_2
249	426	adult	version_2
500	764	adult	version_2
1295	2315	adult	version_2
792	1455	adult	version_2
454	713	adult	version_2
444	739	adult	version_2
217	439	adult	version_2
448	701	adult	version_2
420	648	adult	version_2
596	980	adult	version_2
1958	3794	adult	version_2
371	565	adult	version_2
791	1384	adult	version_2
387	636	adult	version_2
407	648	adult	version_2
1534	3107	adult	version_2
1740	3734	adult	version_2
545	931	adult	version_2
568	857	adult	version_2
845	1667	adult	version_2
1078	1853	adult	version_2
704	1246	adult	version_2
454	798	adult	version_2
500	891	adult	version_2
442	766	adult	version_2
747	1247	adult	version_2
555	1003	adult	version_2
569	1009	adult	version_2
1037	2048	adult	version_2
747	1349	adult	version_2
234	478	adult	version_2
333	526	adult	version_2
286	516	adult	version_2
663	1042	adult	version_2
379	574	adult	version_2
495	871	adult	version_2
253	540	adult	version_2
516	824	adult	version_2
229	480	adult	version_2
472	698	adult	version_2
246	342	adult	version_2
303	466	adult	version_2
500	890	adult	version_2
1215	2162	adult	version_2
1099	2130	adult	version_2
900	1700	adult	version_2
563	973	adult	version_2
287	391	adult	version_2
451	745	adult	version_2
1546	3311	adult	version_2
575	990	adult	version_2
336	565	adult	version_2
487	785	adult	version_2
319	498	adult	version_2
450	858	adult	version_2
591	1226	adult	version_2
359	683	adult	version_2
483	832	adult	version_2
766	1344	adult	version_2
540	934	adult	version_2
485	880	adult	version_2
375	650	adult	version_2
594	928	adult	version_2
719	1491	adult	version_2
438	720	adult	version_2
535	912	adult	version_2
1548	3265	adult	version_2
644	976	adult	version_2
660	1019	adult	version_2
414	660	adult	version_2
655	971	adult	version_2
254	458	adult	version_2
849	1451	adult	version_2
515	842	adult	version_2
266	472	adult	version_2
635	969	adult	version_2
707	1239	adult	version_2
931	1741	adult	version_2
474	721	adult	version_2
752	1219	adult	version_2
282	439	adult	version_2
215	424	adult	version_2
663	1060	adult	version_2
332	532	adult	version_2
499	1024	adult	version_2
647	1082	adult	version_2
404	689	adult	version_2
615	1096	adult	version_2
846	1408	adult	version_2
402	622	adult	version_2
717	1311	adult	version_2
482	781	adult	version_2
356	552	adult	version_2
354	506	adult	version_2
308	476	adult	version_2
488	712	adult	version_2
398	550	adult	version_2
640	1104	adult	version_2
860	1542	adult	version_2
611	1248	adult	version_2
923	1575	adult	version_2
1237	2285	adult	version_2
334	553	adult	version_2
762	1245	adult	version_2
986	1609	adult	version_2
479	800	adult	version_2
626	1052	adult	version_2
1085	2029	adult	version_2
256	568	adult	version_2
488	834	adult	version_2
401	623	adult	version_2
583	965	adult	version_2
507	788	adult	version_2
811	1325	adult	version_2
432	648	adult	version_2
216	412	adult	version_2
430	773	adult	version_2
516	846	adult	version_2
596	999	adult	version_2
410	618	adult	version_2
614	936	adult	version_2
799	1401	adult	version_2
478	684	adult	version_2
342	532	adult	version_2
528	880	adult	version_2
206	477	adult	version_2
362	658	adult	version_2
488	743	adult	version_2
547	882	adult	version_2
1023	1750	adult	version_2
352	549	adult	version_2
313	427	adult	version_2
688	1193	adult	version_2
382	572	adult	version_2
497	943	adult	version_2
439	809	adult	version_2
421	653	adult	version_2
392	638	adult	version_2
689	1076	adult	version_2
324	526	adult	version_2
612	1125	adult	version_2
615	1140	adult	version_2
549	855	adult	version_2
237	357	adult	version_2
1035	1783	adult	version_2
549	1001	adult	version_2
484	778	adult	version_2
2244	5036	adult	version_2
454	773	adult	version_2
260	704	adult	version_2
527	906	adult	version_2
905	1728	adult	version_2
502	780	adult	version_2
436	609	adult	version_2
774	1195	adult	version_2
635	1168	adult	version_2
351	638	adult	version_2
683	1147	adult	version_2
440	702	adult	version_2
946	1627	adult	version_2
581	892	adult	version_2
237	477	adult	version_2
710	1196	adult	version_2
378	575	adult	version_2
1092	2001	adult	version_2
245	395	adult	version_2
589	1019	adult	version_2
592	1128	adult	version_2
312	594	adult	version_2
1062	1908	adult	version_2
246	474	adult	version_2
437	736	adult	version_2
276	547	adult	version_2
952	1946	adult	version_2
293	520	adult	version_2
558	890	adult	version_2
449	750	adult	version_2
590	929	adult	version_2
433	725	adult	version_2
1264	2318	adult	version_2
679	1208	adult	version_2
576	971	adult	version_2
484	748	adult	version_2
693	1295	adult	version_2
457	827	adult	version_2
531	903	adult	version_2
285	455	adult	version_2
543	944	adult	version_2
225	352	adult	version_2
625	1032	adult	version_2
402	629	adult	version_2
695	1282	adult	version_2
720	1321	adult	version_2
718	1260	adult	version_2
394	666	adult	version_2
507	892	adult	version_2
657	1088	adult	version_2
356	545	adult	version_2
829	1536	adult	version_2
542	856	adult	version_2
584	1015	adult	version_2
425	654	adult	version_2
458	671	adult	version_2
329	549	adult	version_2
943	1602	adult	version_2
372	561	adult	version_2
426	766	adult	version_2
670	1165	adult	version_2
311	501	adult	version_2
271	496	adult	version_2
613	1036	adult	version_2
407	785	adult	version_2
694	1350	adult	version_2
635	1083	adult	version_2
263	583	adult	version_2
350	553	adult	version_2
461	754	adult	version_2
860	1587	adult	version_2
307	517	adult	version_2
475	737	adult	version_2
965	1931	adult	version_2
645	1124	adult	version_2
453	729	adult	version_2
